banks,quarter,oil,pkr,pakistan10ybm,pak3mbm,Total.Deposits,Net.Loans,Total.Investment.Securities,Securities.Held.To.Maturity,Securities.for.Sale,Loan.Loss.Allowances,Other.Short.Term.Borrowings,Interest.Bearing.Deposits,Other.Deposits,Net.Interest.Income,Advances..net.of.provision,Balances.with.other.banks,Bills.payable,Borrowings,Deferred.tax.assets,Deferred.tax.liabilities,Deposits.and.other.accounts,Investments,Lending.to.financial.institutions,Provisions,Sub.ordinated.loans
BKEQ.KA,2020 Q4,39.83333333,163.3283333,12.75825,7.226666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355429,196514,283003.5,2662321,47422,42551.5,16484836,10956108,815846,-526210,121858
FYBL.KA,2013 Q2,94.04890625,98.42375,8.551109375,9.41875,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187463000,3354604.667,133476.5833,117501.9167,789962.3333,66980.16667,12557.5,6846819.25,3933235.083,166629.25,-396726.6667,40915
FYBL.KA,2013 Q3,105.8304688,102.7576563,8.036515625,9.00671875,2.42804E+11,1.74886E+11,1.0441E+11,NA,NA,-18796761000,NA,1.55143E+11,NA,3159832000,3272785.846,135995.3846,125176.7692,460043.8462,72309.61538,13880.30769,7070622.231,3786361.538,254729.1538,-407253.1538,34904.92308
FYBL.KA,2013 Q4,97.5815625,106.7714063,8.02671875,9.57609375,2.46707E+11,1.82505E+11,59006471000,5295553000,53710918000,-19581158000,NA,1.67429E+11,NA,3207666000,3426507.462,140734.5385,123553.7692,484524.6923,73996.53846,12031.30769,7231520.308,3849126.154,206009.2308,-408984,27678.61538
FYBL.KA,2014 Q1,98.67557377,103.3257377,7.996540984,9.97147541,2.71134E+11,1.8419E+11,84741934000,6389487000,78352447000,-20152882000,NA,1.813E+11,NA,3320210000,3557653.615,151176.1538,123706,620547.6154,73847.69231,11019.30769,7526956.154,4134944.154,221543.9231,-404416.6154,29803.76923
FYBL.KA,2014 Q2,103.0392063,98.18111111,7.797952381,10.00111111,2.66054E+11,1.78747E+11,58664551000,6284337000,52380214000,-21900043000,NA,1.78969E+11,NA,3359350000,3637117.077,147945.0769,140846.0769,759981.3077,73194.23077,10056.92308,7697086,4328704.385,278741.7692,-402655.9231,28641.46154
FYBL.KA,2014 Q3,97.6321875,100.3034375,8.332765625,9.968125,2.71944E+11,1.75596E+11,1.02963E+11,15919904000,87042707000,-22725840000,NA,1.70897E+11,NA,3275914000,3691597.615,131720.3846,143868.2308,620979.2308,71771.84615,8538.923077,7994732.385,4381218.154,288290.6923,-413730.1538,29606.38462
FYBL.KA,2014 Q4,73.21125,101.798125,8.163734375,9.7378125,2.67085E+11,1.74548E+11,99758187000,25753563000,74004624000,-23083241000,NA,1.76589E+11,NA,3876968000,3648248.692,142519.8462,137081.5385,664252.6923,71889.84615,11309.46154,7746917.538,4246624.231,289184.0769,-411976.1538,30962.30769
FYBL.KA,2015 Q1,48.47409836,101.2793443,8.074163934,8.471311475,2.87004E+11,1.75958E+11,97504688000,26405302000,71099386000,-23451267000,2392099000,1.85289E+11,3658600000,3765013000,3887476.846,132537.1538,148137.8462,1230866,61080.61538,26438,8401234,5431944.923,290852.9231,-419973,33677.53846
FYBL.KA,2015 Q2,57.85460317,101.7547619,8.809365079,7.264285714,2.76869E+11,1.72112E+11,1.05564E+11,26229766000,79334409000,-23583239000,NA,1.79859E+11,NA,3455885000,3689979,123802.1538,150430.6154,1132396.077,60883.23077,30221.53846,8026546.923,5062602.231,293005.9231,-419203.1538,37083.30769
FYBL.KA,2015 Q3,46.48609375,102.82,9.067203125,6.8175,2.96156E+11,1.99997E+11,1.73209E+11,26052788000,1.47156E+11,-24224906000,NA,1.88333E+11,NA,3397555000,3379763.615,132851.6923,131167.1538,646777.6923,68970.38462,18251.92308,7360381.308,4186264.231,256655.0769,-411796.3077,34408.15385
FYBL.KA,2015 Q4,41.9365625,104.8409375,10.751375,6.44828125,2.88708E+11,1.92652E+11,1.72777E+11,26864657000,1.45912E+11,-24407974000,NA,1.92837E+11,NA,3336129000,3364486,131427.25,120498,441942,73695.25,10013.25,7121574.5,3768596,182292.25,-409906.25,28871.5
FYBL.KA,2016 Q1,33.4442623,104.6467213,12.83183607,6.261147541,2.9213E+11,1.73603E+11,1.07971E+11,26901163000,48488623000,-24464220000,NA,1.88052E+11,NA,3145157000,3947590.385,152194.9231,156260,1180214.923,61570.53846,23480.30769,8654262.077,5458624.846,283780.7692,-425438.2308,34792.15385
FYBL.KA,2016 Q2,45.5271875,104.5798438,13.22853125,6.0984375,2.96718E+11,1.75666E+11,1.2255E+11,26816213000,54112480000,-24653562000,NA,1.93385E+11,NA,2916181000,3859448,137792.6923,150128,983699.3846,67817.61538,16733.69231,8365590.538,5041054.462,285878.2308,-419600.6923,34598.61538
FYBL.KA,2016 Q3,44.85796875,104.5685938,13.98870313,5.9203125,3.15083E+11,1.88135E+11,1.19711E+11,41376233000,56983719000,-25034096000,NA,1.97099E+11,NA,2838144000,3596565.643,137476.5,129575.7143,969414.0714,69417.57143,11930.64286,7379305.643,4372211.571,215566.2143,-405060.9286,39296.07143
FYBL.KA,2016 Q4,49.15904762,104.6315873,12.32236508,5.910952381,3.14467E+11,1.752E+11,1.25537E+11,32137040000,47755890000,-24882854000,NA,2.01798E+11,NA,3166925000,3343133.917,133992.25,102796.8333,823332.9167,68242.5,11257.5,6718650.417,3900781.75,148672.5,-396652.75,42093.16667
FYBL.KA,2017 Q1,51.62129032,104.686129,11.15024194,5.941854839,3.39633E+11,2.04831E+11,1.7021E+11,NA,NA,NA,NA,NA,NA,3513022000,4900073.846,132908.9231,185680.0769,1904360,50979.61538,38620.30769,10705673.23,7402724.154,401320.3846,-443683.3846,47593.92308
FYBL.KA,2017 Q2,48.10968254,104.6852381,9.497555556,5.98452381,3.37643E+11,1.94779E+11,1.32525E+11,24234482000,32650917000,-24809044000,NA,2.08904E+11,NA,3497029000,5276178.231,136046,212490.7692,2323198.769,46377.53846,35283.07692,11181600.23,7818049.615,406816.5385,-439119.3077,47343.84615
FYBL.KA,2017 Q3,48.18177419,105.2569355,8.733774194,5.993709677,3.54499E+11,2.07962E+11,1.0554E+11,26384266000,29732126000,-24424386000,NA,2.11536E+11,NA,3349133000,5435555.923,140690.7692,209217.3846,2514256.231,39870,24457.84615,11612407.54,8126071.692,447099.6923,-439587.9231,51757.61538
FYBL.KA,2017 Q4,55.21241935,106.1806452,10.47669355,5.990645161,3.58826E+11,2.10709E+11,1.45622E+11,16650335000,25519376000,-24203710000,NA,2.23271E+11,NA,3576011000,5620556.846,120872.6923,207271,2760289.154,41012.30769,18463.92308,11749912.77,8347068.923,534942.9231,-442423.1538,57474.23077
FYBL.KA,2018 Q1,62.9057377,111.0455738,12.53081967,6.083278689,3.71624E+11,2.25E+11,1.46123E+11,15160978000,1.30962E+11,-24295067000,NA,2.2784E+11,NA,3380058000,6001096.538,121859.5385,223016.1538,2374126.769,42572.92308,19360.69231,11936303.15,7714466.154,593642.4615,-438698.4615,64488.38462
FYBL.KA,2018 Q2,68.06546875,116.5670313,12.66125,6.3796875,3.84495E+11,2.49432E+11,1.33642E+11,16419619000,4547373000,-23985084000,NA,2.33888E+11,NA,3831126000,6394596.692,125205.6923,228573.1538,2297716.308,49131.23077,23044.38462,12271262.46,7419772.385,680466.3846,-440922.5385,74235.46154
FYBL.KA,2018 Q3,69.68730159,123.17,12.69,7.61047619,3.93864E+11,2.84437E+11,1.01324E+11,17858452000,4436588000,-23742229000,NA,2.48048E+11,NA,3838663000,6765106.308,115162.1538,205602.8462,2492074.538,52735.61538,21313.46154,12538241.69,7322371.846,780949.0769,-440884.4615,87368.84615
FYBL.KA,2018 Q4,59.96557377,133.4777049,13.51377049,9.31557377,3.99424E+11,2.91316E+11,1.0349E+11,17613026000,1038240000,-23554496000,NA,2.58134E+11,NA,5226453000,7035843.545,119389.7273,202900.4545,1951694.818,54994.18182,29313.09091,12760693.73,6370828.545,1171643.455,-441292.7273,98236.81818
FYBL.KA,2019 Q1,54.82311475,138.7672131,14.02139344,10.46344262,4.09384E+11,2.90954E+11,1.81926E+11,16591253000,1.65335E+11,-23813448000,NA,2.78387E+11,NA,4947133000,7246895.385,143807.4615,226991.0769,1694121.077,56178,25569,13032139.15,5890335.769,1308651.923,-449367.8462,111882.9231
FYBL.KA,2019 Q2,59.88015873,146.5609524,14.29449206,11.75634921,4.23956E+11,2.90906E+11,1.18764E+11,16344413000,1.0242E+11,-23620109000,21309494000,2.82898E+11,1839492000,5111722000,6726644.538,155857.6923,240376.9231,1695937.692,55253.38462,20250.46154,12291688.15,5860284,1060258,-452229.6923,99425.61538
FYBL.KA,2019 Q3,56.33634921,157.5777778,14.13771429,13.56984127,4.559E+11,2.98787E+11,1.47856E+11,15282011000,1.32574E+11,-24081341000,19636697000,2.9907E+11,1624503000,5083195000,7353059.846,184626.2308,232662.2308,2916289.615,54696.76923,20072.38462,13749192.23,8173624.385,832060.8462,-466797.8462,115615.1538
FYBL.KA,2019 Q4,56.82095238,155.1090476,13.1072381,13.40920635,4.35138E+11,3.02545E+11,1.78118E+11,15033442000,1.63084E+11,-24099932000,14852365000,2.90986E+11,1436849000,5984484000,7409763.667,172954.25,212037.4167,2523634.667,52920.25,20528.16667,13966447.75,8140727.083,929145,-478779,120961.6667
FYBL.KA,2020 Q1,45.33516129,155.583871,12.49272581,13.41612903,4.57785E+11,3.03177E+11,1.72354E+11,13969485000,1.58385E+11,-24237675000,28928657000,3.10867E+11,NA,6526662000,7519878.692,186964.8462,222990.3077,2635448.462,49899.69231,34309.69231,14568033.46,8717628.538,948968.6923,-495774,126251.3846
FYBL.KA,2020 Q2,27.96047619,162.9260317,13.0537619,10.27539683,4.62035E+11,2.95997E+11,1.88438E+11,13860865000,1.74577E+11,-24548791000,29810060000,3.16814E+11,1055862000,6691569000,7596838.889,173571.4444,221864.7778,3116701.556,46240.22222,47258,15053265.22,9862638.111,884497,-505951.7778,130477
FYBL.KA,2020 Q3,40.89171875,166.5221875,13.31084375,7.0953125,4.97291E+11,2.93973E+11,2.0694E+11,12936665000,1.94004E+11,-24940025000,17691728000,3.2505E+11,925253000,NA,7379917.75,196514,262099.625,2889112,48095,45928.875,16102282.75,10769294.5,793748.625,-524207.375,123824.25
FYBL.KA,2020 Q4,39.83333333,163.3283333,12.75825,7.226666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355429,196514,283003.5,2662321,47422,42551.5,16484836,10956108,815846,-526210,121858
HBL.KA,2013 Q2,94.04890625,98.42375,8.551109375,9.41875,NA,NA,NA,NA,NA,NA,NA,NA,NA,13054860000,3354604.667,133476.5833,117501.9167,789962.3333,66980.16667,12557.5,6846819.25,3933235.083,166629.25,-396726.6667,40915
HBL.KA,2013 Q3,105.8304688,102.7576563,8.036515625,9.00671875,1.25882E+12,4.81459E+11,8.17282E+11,77833578000,7.39448E+11,-46597329000,1.69935E+11,8.89398E+11,NA,14174672000,3272785.846,135995.3846,125176.7692,460043.8462,72309.61538,13880.30769,7070622.231,3786361.538,254729.1538,-407253.1538,34904.92308
HBL.KA,2013 Q4,97.5815625,106.7714063,8.02671875,9.57609375,1.26789E+12,4.96251E+11,7.40657E+11,79841765000,6.62896E+11,-47507744000,NA,8.90558E+11,NA,14980959000,3426507.462,140734.5385,123553.7692,484524.6923,73996.53846,12031.30769,7231520.308,3849126.154,206009.2308,-408984,27678.61538
HBL.KA,2014 Q1,98.67557377,103.3257377,7.996540984,9.97147541,1.40123E+12,5.63701E+11,7.80824E+11,80355933000,7.00468E+11,-42370127000,NA,9.89739E+11,NA,14487627000,3557653.615,151176.1538,123706,620547.6154,73847.69231,11019.30769,7526956.154,4134944.154,221543.9231,-404416.6154,29803.76923
HBL.KA,2014 Q2,103.0392063,98.18111111,7.797952381,10.00111111,1.30659E+12,5.54885E+11,8.50701E+11,1.12308E+11,7.37136E+11,-39904328000,NA,8.87866E+11,NA,17476513000,3637117.077,147945.0769,140846.0769,759981.3077,73194.23077,10056.92308,7697086,4328704.385,278741.7692,-402655.9231,28641.46154
HBL.KA,2014 Q3,97.6321875,100.3034375,8.332765625,9.968125,1.45023E+12,5.76956E+11,7.13016E+11,1.1378E+11,5.99237E+11,-37093983000,573088000,9.46275E+11,NA,17469145000,3691597.615,131720.3846,143868.2308,620979.2308,71771.84615,8538.923077,7994732.385,4381218.154,288290.6923,-413730.1538,29606.38462
HBL.KA,2014 Q4,73.21125,101.798125,8.163734375,9.7378125,1.41916E+12,5.80714E+11,7.44422E+11,1.16491E+11,6.27931E+11,-38810717000,953809000,9.52862E+11,NA,19251591000,3648248.692,142519.8462,137081.5385,664252.6923,71889.84615,11309.46154,7746917.538,4246624.231,289184.0769,-411976.1538,30962.30769
HBL.KA,2015 Q1,48.47409836,101.2793443,8.074163934,8.471311475,1.52464E+12,5.95295E+11,8.57381E+11,1.15498E+11,7.24595E+11,-66180877000,569105000,1.00306E+12,NA,19079483000,3887476.846,132537.1538,148137.8462,1230866,61080.61538,26438,8401234,5431944.923,290852.9231,-419973,33677.53846
HBL.KA,2015 Q2,57.85460317,101.7547619,8.809365079,7.264285714,1.51828E+12,5.69355E+11,1.01142E+12,1.44675E+11,8.42126E+11,-65952136000,606094000,9.91285E+11,NA,19843987000,3689979,123802.1538,150430.6154,1132396.077,60883.23077,30221.53846,8026546.923,5062602.231,293005.9231,-419203.1538,37083.30769
HBL.KA,2015 Q3,46.48609375,102.82,9.067203125,6.8175,1.60318E+12,5.94386E+11,1.08576E+12,1.70736E+11,8.91885E+11,-67841071000,596235000,1.01804E+12,NA,19229765000,3379763.615,132851.6923,131167.1538,646777.6923,68970.38462,18251.92308,7360381.308,4186264.231,256655.0769,-411796.3077,34408.15385
HBL.KA,2015 Q4,41.9365625,104.8409375,10.751375,6.44828125,1.55119E+12,5.83299E+11,1.10278E+12,1.99379E+11,8.84005E+11,-68424514000,1069871000,1.00414E+12,NA,19713053000,3364486,131427.25,120498,441942,73695.25,10013.25,7121574.5,3768596,182292.25,-409906.25,28871.5
HBL.KA,2016 Q1,33.4442623,104.6467213,12.83183607,6.261147541,1.63494E+12,6.37384E+11,1.20869E+12,2.25603E+11,9.6571E+11,-69179212000,2164559000,1.03543E+12,NA,20184224000,3947590.385,152194.9231,156260,1180214.923,61570.53846,23480.30769,8654262.077,5458624.846,283780.7692,-425438.2308,34792.15385
HBL.KA,2016 Q2,45.5271875,104.5798438,13.22853125,6.0984375,1.59488E+12,5.8759E+11,1.26763E+12,2.30529E+11,1.01411E+12,-69596405000,17341775000,9.92374E+11,NA,21239140000,3859448,137792.6923,150128,983699.3846,67817.61538,16733.69231,8365590.538,5041054.462,285878.2308,-419600.6923,34598.61538
HBL.KA,2016 Q3,44.85796875,104.5685938,13.98870313,5.9203125,1.77061E+12,6.59099E+11,1.2881E+12,3.08401E+11,9.5392E+11,-70014481000,7405021000,1.11799E+12,NA,20806142000,3596565.643,137476.5,129575.7143,969414.0714,69417.57143,11930.64286,7379305.643,4372211.571,215566.2143,-405060.9286,39296.07143
HBL.KA,2016 Q4,49.15904762,104.6315873,12.32236508,5.910952381,1.71657E+12,6.71067E+11,1.27114E+12,2.81452E+11,9.6756E+11,-69496719000,25957904000,1.06852E+12,NA,19721856000,3343133.917,133992.25,102796.8333,823332.9167,68242.5,11257.5,6718650.417,3900781.75,148672.5,-396652.75,42093.16667
HBL.KA,2017 Q1,51.62129032,104.686129,11.15024194,5.941854839,1.88596E+12,7.48466E+11,1.3444E+12,NA,NA,NA,NA,NA,NA,20126011000,4900073.846,132908.9231,185680.0769,1904360,50979.61538,38620.30769,10705673.23,7402724.154,401320.3846,-443683.3846,47593.92308
HBL.KA,2017 Q2,48.10968254,104.6852381,9.497555556,5.98452381,1.90038E+12,7.61639E+11,1.24992E+12,2.33028E+11,1.00132E+12,-69118513000,20411298000,1.20301E+12,NA,21275419000,5276178.231,136046,212490.7692,2323198.769,46377.53846,35283.07692,11181600.23,7818049.615,406816.5385,-439119.3077,47343.84615
HBL.KA,2017 Q3,48.18177419,105.2569355,8.733774194,5.993709677,2.00257E+12,8.31007E+11,1.27961E+12,2.45373E+11,1.0207E+12,-69677288000,17899400000,1.26085E+12,NA,20574282000,5435555.923,140690.7692,209217.3846,2514256.231,39870,24457.84615,11612407.54,8126071.692,447099.6923,-439587.9231,51757.61538
HBL.KA,2017 Q4,55.21241935,106.1806452,10.47669355,5.990645161,2.02539E+12,8.46637E+11,1.17929E+12,2.54127E+11,8.98278E+11,-68900579000,24390575000,1.2819E+12,NA,19857544000,5620556.846,120872.6923,207271,2760289.154,41012.30769,18463.92308,11749912.77,8347068.923,534942.9231,-442423.1538,57474.23077
HBL.KA,2018 Q1,62.9057377,111.0455738,12.53081967,6.083278689,1.99894E+12,7.99766E+11,1.3473E+12,3.47848E+11,9.99456E+11,-69505519000,13214975000,1.26573E+12,NA,19700671000,6001096.538,121859.5385,223016.1538,2374126.769,42572.92308,19360.69231,11936303.15,7714466.154,593642.4615,-438698.4615,64488.38462
HBL.KA,2018 Q2,68.06546875,116.5670313,12.66125,6.3796875,2.03178E+12,8.60491E+11,1.01038E+12,2.34415E+11,7.79359E+11,-69044930000,25535258000,1.29226E+12,NA,20204472000,6394596.692,125205.6923,228573.1538,2297716.308,49131.23077,23044.38462,12271262.46,7419772.385,680466.3846,-440922.5385,74235.46154
HBL.KA,2018 Q3,69.68730159,123.17,12.69,7.61047619,2.1175E+12,9.34614E+11,1.13089E+12,2.7873E+11,7.21151E+11,-69663662000,25471821000,1.3269E+12,NA,20206398000,6765106.308,115162.1538,205602.8462,2492074.538,52735.61538,21313.46154,12538241.69,7322371.846,780949.0769,-440884.4615,87368.84615
HBL.KA,2018 Q4,59.96557377,133.4777049,13.51377049,9.31557377,2.05924E+12,9.58683E+11,1.10981E+12,2.15261E+11,9.05135E+11,-69799655000,22588301000,1.2773E+12,NA,20555768000,7035843.545,119389.7273,202900.4545,1951694.818,54994.18182,29313.09091,12760693.73,6370828.545,1171643.455,-441292.7273,98236.81818
HBL.KA,2019 Q1,54.82311475,138.7672131,14.02139344,10.46344262,2.13729E+12,1.01197E+12,1.36047E+12,2.22693E+11,1.13778E+12,-71993596000,11753011000,1.32475E+12,NA,23357788000,7246895.385,143807.4615,226991.0769,1694121.077,56178,25569,13032139.15,5890335.769,1308651.923,-449367.8462,111882.9231
HBL.KA,2019 Q2,59.88015873,146.5609524,14.29449206,11.75634921,2.16566E+12,1.0402E+12,9.04573E+11,2.84133E+11,6.2044E+11,-72228475000,11790983000,1.35528E+12,NA,24345600000,6726644.538,155857.6923,240376.9231,1695937.692,55253.38462,20250.46154,12291688.15,5860284,1060258,-452229.6923,99425.61538
HBL.KA,2019 Q3,56.33634921,157.5777778,14.13771429,13.56984127,2.30463E+12,1.07455E+12,1.32081E+12,5.57657E+11,7.63158E+11,-75973505000,5396637000,1.42698E+12,NA,26354971000,7353059.846,184626.2308,232662.2308,2916289.615,54696.76923,20072.38462,13749192.23,8173624.385,832060.8462,-466797.8462,115615.1538
HBL.KA,2019 Q4,56.82095238,155.1090476,13.1072381,13.40920635,2.28665E+12,1.10348E+12,1.061E+12,2.17863E+11,8.43136E+11,-75730145000,4273433000,1.44238E+12,NA,27264941000,7409763.667,172954.25,212037.4167,2523634.667,52920.25,20528.16667,13966447.75,8140727.083,929145,-478779,120961.6667
HBL.KA,2020 Q1,45.33516129,155.583871,12.49272581,13.41612903,2.4376E+12,1.09827E+12,1.34918E+12,4.69768E+11,8.79415E+11,-76365958000,5071982000,1.5592E+12,NA,28013460000,7519878.692,186964.8462,222990.3077,2635448.462,49899.69231,34309.69231,14568033.46,8717628.538,948968.6923,-495774,126251.3846
HBL.KA,2020 Q2,27.96047619,162.9260317,13.0537619,10.27539683,2.37763E+12,1.09724E+12,1.10116E+12,1.95556E+11,9.05608E+11,-75447094000,1406961000,1.53056E+12,NA,35061716000,7596838.889,173571.4444,221864.7778,3116701.556,46240.22222,47258,15053265.22,9862638.111,884497,-505951.7778,130477
HBL.KA,2020 Q3,40.89171875,166.5221875,13.31084375,7.0953125,2.66264E+12,1.07216E+12,1.44407E+12,1.93059E+11,1.25101E+12,-79441906000,6318464000,1.6954E+12,NA,35709278000,7379917.75,196514,262099.625,2889112,48095,45928.875,16102282.75,10769294.5,793748.625,-524207.375,123824.25
HBL.KA,2020 Q4,39.83333333,163.3283333,12.75825,7.226666667,2.73607E+12,1.07602E+12,1.63993E+12,2.20426E+11,1.4195E+12,-81567865000,1556501000,1.7884E+12,NA,NA,7355429,196514,283003.5,2662321,47422,42551.5,16484836,10956108,815846,-526210,121858
HMB.KA,2013 Q2,94.04890625,98.42375,8.551109375,9.41875,NA,NA,NA,NA,NA,NA,NA,NA,NA,2216417000,3354604.667,133476.5833,117501.9167,789962.3333,66980.16667,12557.5,6846819.25,3933235.083,166629.25,-396726.6667,40915
HMB.KA,2013 Q3,105.8304688,102.7576563,8.036515625,9.00671875,2.18445E+11,1.06964E+11,1.8011E+11,NA,NA,-13313325000,NA,2.15002E+11,3045938000,2317187000,3272785.846,135995.3846,125176.7692,460043.8462,72309.61538,13880.30769,7070622.231,3786361.538,254729.1538,-407253.1538,34904.92308
HMB.KA,2013 Q4,97.5815625,106.7714063,8.02671875,9.57609375,2.23872E+11,1.119E+11,1.30775E+11,14111723000,1.16664E+11,-13612250000,NA,2.17278E+11,2885668000,2770813000,3426507.462,140734.5385,123553.7692,484524.6923,73996.53846,12031.30769,7231520.308,3849126.154,206009.2308,-408984,27678.61538
HMB.KA,2014 Q1,98.67557377,103.3257377,7.996540984,9.97147541,2.47508E+11,1.29834E+11,1.2775E+11,14112302000,1.13638E+11,-14310013000,NA,2.43875E+11,3085411000,2526911000,3557653.615,151176.1538,123706,620547.6154,73847.69231,11019.30769,7526956.154,4134944.154,221543.9231,-404416.6154,29803.76923
HMB.KA,2014 Q2,103.0392063,98.18111111,7.797952381,10.00111111,2.69959E+11,1.1503E+11,2.14296E+11,17759284000,1.96537E+11,-14800868000,NA,2.66307E+11,3057204000,2608724000,3637117.077,147945.0769,140846.0769,759981.3077,73194.23077,10056.92308,7697086,4328704.385,278741.7692,-402655.9231,28641.46154
HMB.KA,2014 Q3,97.6321875,100.3034375,8.332765625,9.968125,2.77142E+11,1.13839E+11,1.92957E+11,22538897000,1.70418E+11,-15244065000,NA,2.72421E+11,3747743000,2926582000,3691597.615,131720.3846,143868.2308,620979.2308,71771.84615,8538.923077,7994732.385,4381218.154,288290.6923,-413730.1538,29606.38462
HMB.KA,2014 Q4,73.21125,101.798125,8.163734375,9.7378125,2.99326E+11,1.2303E+11,1.88244E+11,22548533000,1.65696E+11,-15352669000,NA,2.96146E+11,2309788000,3147416000,3648248.692,142519.8462,137081.5385,664252.6923,71889.84615,11309.46154,7746917.538,4246624.231,289184.0769,-411976.1538,30962.30769
HMB.KA,2015 Q1,48.47409836,101.2793443,8.074163934,8.471311475,3.20115E+11,1.26086E+11,1.9784E+11,22559359000,1.7528E+11,-15988542000,NA,3.16242E+11,2435562000,3252914000,3887476.846,132537.1538,148137.8462,1230866,61080.61538,26438,8401234,5431944.923,290852.9231,-419973,33677.53846
HMB.KA,2015 Q2,57.85460317,101.7547619,8.809365079,7.264285714,3.15123E+11,1.16153E+11,2.40945E+11,22570406000,2.18375E+11,-16738542000,NA,3.1134E+11,2670332000,3544291000,3689979,123802.1538,150430.6154,1132396.077,60883.23077,30221.53846,8026546.923,5062602.231,293005.9231,-419203.1538,37083.30769
HMB.KA,2015 Q3,46.48609375,102.82,9.067203125,6.8175,3.64473E+11,1.14524E+11,2.53915E+11,22581877000,2.31333E+11,-17633748000,NA,3.58383E+11,4787446000,3934785000,3379763.615,132851.6923,131167.1538,646777.6923,68970.38462,18251.92308,7360381.308,4186264.231,256655.0769,-411796.3077,34408.15385
HMB.KA,2015 Q4,41.9365625,104.8409375,10.751375,6.44828125,3.75894E+11,1.15531E+11,3.41773E+11,19513888000,3.22259E+11,-17860308000,NA,3.71848E+11,3130291000,3667496000,3364486,131427.25,120498,441942,73695.25,10013.25,7121574.5,3768596,182292.25,-409906.25,28871.5
HMB.KA,2016 Q1,33.4442623,104.6467213,12.83183607,6.261147541,4.03209E+11,1.2535E+11,2.6285E+11,19532493000,2.43317E+11,-17429586000,NA,3.99517E+11,2761126000,2882370000,3947590.385,152194.9231,156260,1180214.923,61570.53846,23480.30769,8654262.077,5458624.846,283780.7692,-425438.2308,34792.15385
HMB.KA,2016 Q2,45.5271875,104.5798438,13.22853125,6.0984375,4.14416E+11,1.35066E+11,3.02465E+11,31196580000,2.71268E+11,-17572049000,NA,4.08699E+11,4312598000,3025931000,3859448,137792.6923,150128,983699.3846,67817.61538,16733.69231,8365590.538,5041054.462,285878.2308,-419600.6923,34598.61538
HMB.KA,2016 Q3,44.85796875,104.5685938,13.98870313,5.9203125,4.29344E+11,1.33639E+11,3.58716E+11,31214689000,3.27501E+11,-18004211000,NA,4.2315E+11,4770370000,2879270000,3596565.643,137476.5,129575.7143,969414.0714,69417.57143,11930.64286,7379305.643,4372211.571,215566.2143,-405060.9286,39296.07143
HMB.KA,2016 Q4,49.15904762,104.6315873,12.32236508,5.910952381,4.72804E+11,1.31421E+11,3.47432E+11,31237559000,3.16194E+11,-17141339000,NA,4.67946E+11,3733437000,2986623000,3343133.917,133992.25,102796.8333,823332.9167,68242.5,11257.5,6718650.417,3900781.75,148672.5,-396652.75,42093.16667
HMB.KA,2017 Q1,51.62129032,104.686129,11.15024194,5.941854839,4.30444E+11,1.3599E+11,2.92246E+11,27642036000,2.64604E+11,-16931049000,NA,4.24909E+11,4320917000,3398557000,4900073.846,132908.9231,185680.0769,1904360,50979.61538,38620.30769,10705673.23,7402724.154,401320.3846,-443683.3846,47593.92308
HMB.KA,2017 Q2,48.10968254,104.6852381,9.497555556,5.98452381,4.27404E+11,1.43427E+11,2.97043E+11,32188506000,2.64854E+11,-17178976000,NA,4.19783E+11,5981146000,3576534000,5276178.231,136046,212490.7692,2323198.769,46377.53846,35283.07692,11181600.23,7818049.615,406816.5385,-439119.3077,47343.84615
HMB.KA,2017 Q3,48.18177419,105.2569355,8.733774194,5.993709677,4.54631E+11,1.66973E+11,2.97616E+11,36329990000,2.61286E+11,-17511576000,NA,4.43434E+11,9780399000,3582183000,5435555.923,140690.7692,209217.3846,2514256.231,39870,24457.84615,11612407.54,8126071.692,447099.6923,-439587.9231,51757.61538
HMB.KA,2017 Q4,55.21241935,106.1806452,10.47669355,5.990645161,4.74208E+11,1.66341E+11,3.45335E+11,36344754000,3.0899E+11,-17509261000,NA,4.64245E+11,8174048000,3694523000,5620556.846,120872.6923,207271,2760289.154,41012.30769,18463.92308,11749912.77,8347068.923,534942.9231,-442423.1538,57474.23077
HMB.KA,2018 Q1,62.9057377,111.0455738,12.53081967,6.083278689,5.07425E+11,1.45357E+11,3.94373E+11,36360790000,3.58012E+11,-16426423000,3261269000,4.97616E+11,7186855000,3799855000,6001096.538,121859.5385,223016.1538,2374126.769,42572.92308,19360.69231,11936303.15,7714466.154,593642.4615,-438698.4615,64488.38462
HMB.KA,2018 Q2,68.06546875,116.5670313,12.66125,6.3796875,5.04427E+11,1.81529E+11,3.18485E+11,36371160000,2.82114E+11,-16561707000,NA,4.94921E+11,7559955000,4176585000,6394596.692,125205.6923,228573.1538,2297716.308,49131.23077,23044.38462,12271262.46,7419772.385,680466.3846,-440922.5385,74235.46154
HMB.KA,2018 Q3,69.68730159,123.17,12.69,7.61047619,5.23266E+11,1.86159E+11,3.58277E+11,36380219000,3.21897E+11,-16811712000,NA,5.11924E+11,9199124000,4075002000,6765106.308,115162.1538,205602.8462,2492074.538,52735.61538,21313.46154,12538241.69,7322371.846,780949.0769,-440884.4615,87368.84615
